id,username,email,password,role,points,rank,gender,age,height_cm,weight_kg,bmi,country,occupation,createdAt
340,Trần Văn Tuấn,trantuan340@gmail.com,user123,user,84,iron,Nam,37,162,60.2,22.9,Singapore,Lập trình viên,2025-11-07T20:41:06
341,Phạm Thanh Hương,phamhuong341@yahoo.com,user123,user,1093,bronze,Nữ,27,166,50.8,18.4,Pháp,Luật sư,2025-07-01T20:41:06
342,Nguyễn Quốc Phúc,nguyễnphúc342@yahoo.com,user123,user,372,iron,Nam,29,178,72.1,22.8,Úc,Kiến trúc sư,2026-02-04T20:41:06
343,Bùi Thanh Anh,bùianh343@yahoo.com,user123,user,6258,platinum,Nữ,27,165,48.9,18.0,Việt Nam,Kế toán,2025-11-24T20:41:06
344,Đặng Minh Thiện,dangthien344@gmail.com,user123,user,185,iron,Nam,27,178,65.9,20.8,Nhật Bản,Quản lý dự án,2026-02-07T20:41:06
345,Nguyễn Thanh Uyên,nguyễnuyen345@gmail.com,user123,user,10499,diamond,Nữ,44,159,50.0,19.8,Việt Nam,Thiết kế đồ họa,2025-09-29T20:41:06
346,Đặng Thanh Xuân,dangxuan346@gmail.com,user123,user,14495,diamond,Nữ,25,159,49.7,19.7,Việt Nam,Nhà báo,2025-12-07T20:41:06
347,Phan Bích Chi,phanchi347@hotmail.com,user123,user,286,iron,Nữ,23,153,52.8,22.6,Singapore,Y tá,2026-01-24T20:41:06
348,Vũ Thanh Minh,vũminh348@outlook.com,user123,user,1239,bronze,Nam,24,174,65.7,21.7,Pháp,Kiến trúc sư,2026-01-28T20:41:06
349,Vũ Văn Vũ,vũvũ349@outlook.com,user123,user,5573,platinum,Nam,18,164,59.4,22.1,Canada,Kế toán,2025-10-15T20:41:06
350,Huỳnh Công Minh,huynhminh350@hotmail.com,user123,user,257,iron,Nam,45,175,63.4,20.7,Singapore,Giáo viên,2025-10-31T20:41:06
351,Đỗ Minh Kiên,dỗkien351@hotmail.com,user123,user,3983,gold,Nam,25,175,72.9,23.8,Trung Quốc,Nhà báo,2026-04-03T20:41:06
352,Đặng Thanh Quân,dangquan352@hotmail.com,user123,user,22911,master,Nam,42,168,63.7,22.6,Việt Nam,Nhà báo,2026-05-06T20:41:06
353,Võ Công Quân,võquan353@yahoo.com,user123,user,694,bronze,Nam,31,166,67.6,24.5,Mỹ,Quản lý dự án,2025-12-11T20:41:06
354,Trần Quốc Nhân,trannhan354@hotmail.com,user123,user,3569,gold,Nam,25,169,62.2,21.8,Trung Quốc,Nhà báo,2025-12-05T20:41:06
355,Hồ Hoàng Quân,hoquan355@hotmail.com,user123,user,4254,platinum,Nam,38,177,71.4,22.8,Thái Lan,Nhân viên văn phòng,2025-06-20T20:41:06
356,Dương Mỹ Giang,duonggiang356@yahoo.com,user123,user,998,bronze,Nữ,45,164,59.1,22.0,Việt Nam,Kỹ sư phần mềm,2026-04-10T20:41:06
357,Nguyễn Văn Việt,nguyễnviet357@outlook.com,user123,user,226,iron,Nam,44,174,62.3,20.6,Thái Lan,Luật sư,2025-09-17T20:41:06
358,Phan Thu Giang,phangiang358@yahoo.com,user123,user,73,iron,Nữ,43,153,53.4,22.8,Việt Nam,Kỹ sư phần mềm,2025-10-24T20:41:06
359,Ngô Bích Hoa,ngohoa359@outlook.com,user123,user,761,bronze,Nữ,24,159,54.4,21.5,Canada,Luật sư,2025-09-08T20:41:06
360,Ngô Thị Nhung,ngonhung360@gmail.com,user123,user,800,bronze,Nữ,28,167,61.0,21.9,Trung Quốc,Freelancer,2026-05-10T20:41:06
361,Phạm Đức Tùng,phamtùng361@hotmail.com,user123,user,341,iron,Nam,31,165,53.9,19.8,Úc,Marketing,2025-10-20T20:41:06
362,Đỗ Hữu Hải,dỗhai362@outlook.com,user123,user,11,iron,Nam,25,169,63.1,22.1,Thái Lan,Sinh viên,2025-08-28T20:41:06
363,Hoàng Ngọc Thủy,hoangthủy363@hotmail.com,user123,user,158,iron,Nữ,45,152,54.7,23.7,Mỹ,Y tá,2025-12-20T20:41:06
364,Hồ Thu Phương,hophuong364@yahoo.com,user123,user,1624,gold,Nữ,40,153,48.2,20.6,Singapore,Quản lý dự án,2025-06-13T20:41:06
365,Ngô Phương My,ngomy365@gmail.com,user123,user,2812,gold,Nữ,43,170,60.4,20.9,Nhật Bản,Giáo viên,2025-09-21T20:41:06
366,Hoàng Mỹ Xuân,hoangxuan366@yahoo.com,user123,user,5626,platinum,Nữ,44,163,47.9,18.0,Nhật Bản,Kỹ sư phần mềm,2026-05-06T20:41:06
367,Nguyễn Văn Sơn,nguyễnson367@hotmail.com,user123,user,11064,diamond,Nam,42,162,47.7,18.2,Việt Nam,Luật sư,2025-06-18T20:41:06
368,Đặng Công Khải,dangkhai368@gmail.com,user123,user,8905,diamond,Nam,28,169,64.7,22.7,Việt Nam,Doanh nhân,2025-12-23T20:41:06
369,Phạm Thị Thu,phamthu369@yahoo.com,user123,user,8197,diamond,Nữ,35,156,52.6,21.6,Việt Nam,Thiết kế đồ họa,2026-03-23T20:41:06
370,Phạm Thanh Liêm,phamliem370@outlook.com,user123,user,481,iron,Nam,19,163,66.8,25.1,Canada,Luật sư,2026-01-01T20:41:06
371,Đỗ Thu Lan,dỗlan371@hotmail.com,user123,user,12320,diamond,Nữ,32,163,49.5,18.6,Việt Nam,Nhà báo,2025-06-10T20:41:06
372,Lý Thanh Hoa,lyhoa372@yahoo.com,user123,user,3437,gold,Nữ,23,160,45.3,17.7,Việt Nam,Nhà báo,2025-08-03T20:41:06
373,Ngô Đức Minh,ngominh373@hotmail.com,user123,user,772,bronze,Nam,36,168,59.2,21.0,Hàn Quốc,Freelancer,2025-11-19T20:41:06
374,Vũ Thị Hằng,vũhang374@hotmail.com,user123,user,17975,master,Nữ,21,170,57.4,19.9,Úc,Marketing,2026-02-11T20:41:06
375,Trần Hoàng Cường,trancuong375@hotmail.com,user123,user,1204,bronze,Nam,25,178,78.2,24.7,Canada,Doanh nhân,2026-05-06T20:41:06
376,Phan Minh Lâm,phanlam376@outlook.com,user123,user,3317,gold,Nam,35,180,75.3,23.2,Việt Nam,Kiến trúc sư,2025-05-27T20:41:06
377,Đặng Thị Mai,dangmai377@hotmail.com,user123,user,80,iron,Nữ,24,166,56.6,20.5,Hàn Quốc,Freelancer,2025-11-20T20:41:06
378,Hoàng Quốc Lâm,hoanglam378@outlook.com,user123,user,1437,bronze,Nam,26,169,68.7,24.1,Đức,Thiết kế đồ họa,2026-03-29T20:41:06
379,Bùi Thanh Tuyết,bùituyet379@outlook.com,user123,user,1099,bronze,Nữ,41,170,58.4,20.2,Hàn Quốc,Kỹ sư phần mềm,2025-11-15T20:41:06
380,Phan Ngọc Hương,phanhuong380@outlook.com,user123,user,3570,gold,Nữ,19,167,64.1,23.0,Hàn Quốc,Marketing,2026-05-05T20:41:06
381,Võ Thanh Phúc,võphúc381@yahoo.com,user123,user,1383,bronze,Nam,25,165,67.9,24.9,Đức,Sinh viên,2025-11-04T20:41:06
382,Võ Thanh Thu,võthu382@yahoo.com,user123,user,411,iron,Nữ,44,155,50.3,20.9,Hàn Quốc,Y tá,2025-11-04T20:41:06
383,Vũ Ngọc Lan,vũlan383@hotmail.com,user123,user,12890,diamond,Nữ,19,158,43.5,17.4,Đức,Kiến trúc sư,2026-04-07T20:41:06
384,Phạm Ngọc Tuyết,phamtuyet384@gmail.com,user123,user,11814,diamond,Nữ,34,167,60.9,21.8,Canada,Kỹ sư phần mềm,2025-07-31T20:41:06
385,Đỗ Kim Hiền,dỗhien385@gmail.com,user123,user,976,bronze,Nữ,31,155,48.4,20.1,Thái Lan,Kỹ sư phần mềm,2025-12-04T20:41:06
386,Ngô Thanh Lâm,ngolam386@hotmail.com,user123,user,7479,platinum,Nam,41,182,66.7,20.1,Việt Nam,Marketing,2025-06-26T20:41:06
387,Huỳnh Văn Hải,huynhhai387@hotmail.com,user123,user,3936,gold,Nam,33,167,63.8,22.9,Nhật Bản,Giáo viên,2025-11-12T20:41:06
388,Hoàng Thanh Hoa,hoanghoa388@gmail.com,user123,user,515,bronze,Nữ,31,152,50.1,21.7,Hàn Quốc,Bác sĩ,2026-04-19T20:41:06
389,Phan Phương Mai,phanmai389@outlook.com,user123,user,3499,gold,Nữ,21,166,61.8,22.4,Thái Lan,Nhân viên văn phòng,2025-06-23T20:41:06
390,Đỗ Thanh Linh,dỗlinh390@hotmail.com,user123,user,2382,gold,Nữ,29,157,45.1,18.3,Singapore,Giáo viên,2025-12-11T20:41:06
391,Hoàng Bích Tuyết,hoangtuyet391@hotmail.com,user123,user,1157,bronze,Nữ,21,164,52.4,19.5,Việt Nam,Kỹ sư phần mềm,2025-09-13T20:41:06
392,Nguyễn Thu Thảo,nguyễnthao392@outlook.com,user123,user,961,bronze,Nữ,45,167,61.5,22.1,Úc,Kế toán,2026-02-28T20:41:06
393,Lê Quốc Phúc,lephúc393@outlook.com,user123,user,9815,diamond,Nam,45,178,63.9,20.2,Singapore,Freelancer,2025-09-20T20:41:06
394,Ngô Minh Cường,ngocuong394@outlook.com,user123,user,9679,diamond,Nam,28,175,74.3,24.3,Trung Quốc,Y tá,2025-11-24T20:41:06
395,Đỗ Kim Anh,dỗanh395@outlook.com,user123,user,2927,gold,Nữ,38,155,51.6,21.5,Pháp,Freelancer,2025-10-08T20:41:06
396,Nguyễn Hoàng Dũng,nguyễndũng396@gmail.com,user123,user,1744,gold,Nam,21,180,74.8,23.1,Việt Nam,Nhà báo,2026-04-10T20:41:06
397,Lê Hoàng Khải,lekhai397@gmail.com,user123,user,2694,gold,Nam,34,180,77.9,24.0,Việt Nam,Thiết kế đồ họa,2025-06-23T20:41:06
398,Lý Hoàng Khải,lykhai398@gmail.com,user123,user,621,bronze,Nam,36,163,56.3,21.2,Hàn Quốc,Kỹ sư phần mềm,2026-04-28T20:41:06
399,Vũ Thanh Đức,vũduc399@gmail.com,user123,user,202,iron,Nam,32,182,64.5,19.5,Đức,Nhà báo,2026-03-26T20:41:06
400,Nguyễn Hữu Quang,nguyễnquang400@outlook.com,user123,user,790,bronze,Nam,20,180,76.0,23.5,Pháp,Quản lý dự án,2026-05-26T20:41:06
401,Hoàng Thu Tuyết,hoangtuyet401@yahoo.com,user123,user,1375,bronze,Nữ,32,152,50.8,22.0,Úc,Freelancer,2025-09-15T20:41:06
402,Ngô Kim Phương,ngophuong402@hotmail.com,user123,user,13100,diamond,Nữ,26,154,51.7,21.8,Canada,Sinh viên,2025-07-21T20:41:06
403,Ngô Minh Quân,ngoquan403@yahoo.com,user123,user,389,iron,Nam,33,177,65.2,20.8,Mỹ,Kế toán,2025-12-28T20:41:06
404,Ngô Minh Hải,ngohai404@hotmail.com,user123,user,109,iron,Nam,31,166,66.1,24.0,Trung Quốc,Kế toán,2025-08-14T20:41:06
405,Hoàng Kim Nga,hoangnga405@hotmail.com,user123,user,4559,platinum,Nữ,37,155,43.1,17.9,Úc,Quản lý dự án,2025-08-29T20:41:06
406,Phạm Phương Uyên,phamuyen406@outlook.com,user123,user,6400,platinum,Nữ,26,160,54.3,21.2,Đức,Doanh nhân,2026-02-24T20:41:06
407,Nguyễn Đức Thiện,nguyễnthien407@outlook.com,user123,user,64,iron,Nam,23,171,65.5,22.4,Pháp,Nhân viên văn phòng,2025-06-30T20:41:06
408,Võ Phương Trinh,võtrinh408@outlook.com,user123,user,7951,platinum,Nữ,21,159,51.6,20.4,Đức,Thiết kế đồ họa,2025-07-29T20:41:06
409,Đặng Thanh Khoa,dangkhoa409@gmail.com,user123,user,10956,diamond,Nam,32,164,59.5,22.1,Đức,Doanh nhân,2026-01-22T20:41:06
410,Phạm Công Cường,phamcuong410@yahoo.com,user123,user,193,iron,Nam,20,171,64.8,22.2,Hàn Quốc,Lập trình viên,2026-03-09T20:41:06
411,Nguyễn Phương Uyên,nguyễnuyen411@outlook.com,user123,user,368,iron,Nữ,23,162,51.9,19.8,Việt Nam,Luật sư,2025-09-26T20:41:06
412,Bùi Hoàng Nam,bùinam412@yahoo.com,user123,user,8303,diamond,Nam,27,163,61.4,23.1,Việt Nam,Thiết kế đồ họa,2026-04-30T20:41:06
413,Đỗ Phương Tuyết,dỗtuyet413@yahoo.com,user123,user,1535,gold,Nữ,23,155,48.1,20.0,Việt Nam,Thiết kế đồ họa,2025-08-26T20:41:06
414,Lê Phương Giang,legiang414@hotmail.com,user123,user,523,bronze,Nữ,22,161,59.2,22.8,Việt Nam,Quản lý dự án,2025-10-16T20:41:06
415,Vũ Thị Tâm,vũtam415@outlook.com,user123,user,24793,master,Nữ,39,164,56.9,21.2,Singapore,Thiết kế đồ họa,2025-12-17T20:41:06
416,Hoàng Hữu Phong,hoangphong416@hotmail.com,user123,user,20081,master,Nam,42,175,74.1,24.2,Đức,Kỹ sư phần mềm,2025-07-10T20:41:06
417,Hoàng Công Minh,hoangminh417@yahoo.com,user123,user,3379,gold,Nam,22,162,50.4,19.2,Trung Quốc,Freelancer,2025-10-28T20:41:06
418,Đỗ Đức Kiên,dỗkien418@outlook.com,user123,user,1359,bronze,Nam,42,174,60.5,20.0,Nhật Bản,Lập trình viên,2025-12-07T20:41:06
419,Bùi Bích Vân,bùivan419@hotmail.com,user123,user,45,iron,Nữ,37,158,45.0,18.0,Đức,Kỹ sư phần mềm,2025-05-30T20:41:06
420,Đặng Đức Sơn,dangson420@outlook.com,user123,user,853,bronze,Nam,45,170,58.2,20.1,Hàn Quốc,Giáo viên,2026-03-02T20:41:06
421,Hoàng Thanh Anh,hoanganh421@gmail.com,user123,user,1261,bronze,Nam,45,172,59.7,20.2,Thái Lan,Marketing,2025-08-24T20:41:06
422,Đỗ Phương Trinh,dỗtrinh422@hotmail.com,user123,user,522,bronze,Nữ,43,167,54.5,19.5,Mỹ,Doanh nhân,2026-02-13T20:41:06
423,Vũ Thu Thu,vũthu423@outlook.com,user123,user,25267,master,Nữ,38,167,50.4,18.1,Đức,Luật sư,2025-08-31T20:41:06
424,Lê Hữu Lâm,lelam424@outlook.com,user123,user,505,bronze,Nam,26,174,67.7,22.4,Mỹ,Y tá,2025-08-17T20:41:06
425,Ngô Kim Lan,ngolan425@gmail.com,user123,user,24876,master,Nữ,39,154,46.2,19.5,Việt Nam,Y tá,2025-09-22T20:41:06
426,Nguyễn Ngọc Nhung,nguyễnnhung426@gmail.com,user123,user,1439,bronze,Nữ,25,164,53.0,19.7,Việt Nam,Doanh nhân,2025-12-18T20:41:06
427,Hoàng Thanh Tùng,hoangtùng427@gmail.com,user123,user,1340,bronze,Nam,33,168,55.5,19.7,Hàn Quốc,Nhà báo,2025-08-09T20:41:06
428,Dương Mỹ Tuyết,duongtuyet428@gmail.com,user123,user,133,iron,Nữ,45,170,61.0,21.1,Nhật Bản,Nhà báo,2025-12-17T20:41:06
429,Phạm Thanh Xuân,phamxuan429@hotmail.com,user123,user,2468,gold,Nam,41,181,72.0,22.0,Mỹ,Lập trình viên,2026-05-10T20:41:06
430,Hồ Mỹ Thu,hothu430@outlook.com,user123,user,2348,gold,Nữ,28,159,48.8,19.3,Úc,Bác sĩ,2025-12-17T20:41:06
431,Hồ Thị Yến,hoyen431@hotmail.com,user123,user,14390,diamond,Nữ,39,154,48.3,20.4,Pháp,Nhân viên văn phòng,2025-09-27T20:41:06
432,Võ Bích Giang,võgiang432@yahoo.com,user123,user,907,bronze,Nữ,20,153,49.2,21.0,Hàn Quốc,Sinh viên,2025-10-21T20:41:06
433,Trần Công Việt,tranviet433@yahoo.com,user123,user,2402,gold,Nam,19,163,52.5,19.8,Pháp,Marketing,2026-02-16T20:41:06
434,Vũ Kim Dung,vũdung434@outlook.com,user123,user,9588,diamond,Nữ,40,167,53.6,19.2,Nhật Bản,Kế toán,2026-01-03T20:41:06
435,Huỳnh Phương Phương,huynhphuong435@outlook.com,user123,user,2599,gold,Nữ,38,161,59.9,23.1,Việt Nam,Bác sĩ,2026-04-27T20:41:06
436,Đặng Thu Uyên,danguyen436@hotmail.com,user123,user,1532,gold,Nữ,21,157,46.7,18.9,Trung Quốc,Thiết kế đồ họa,2025-09-07T20:41:06
437,Vũ Công Quân,vũquan437@yahoo.com,user123,user,998,bronze,Nam,28,172,67.7,22.9,Nhật Bản,Y tá,2026-03-04T20:41:06
438,Ngô Ngọc Mai,ngomai438@gmail.com,user123,user,591,bronze,Nữ,33,163,59.9,22.5,Canada,Quản lý dự án,2025-09-19T20:41:06
439,Phan Quốc Tuấn,phantuan439@outlook.com,user123,user,350,iron,Nam,23,164,49.0,18.2,Việt Nam,Luật sư,2025-11-27T20:41:06
440,Huỳnh Bích Nhung,huynhnhung440@gmail.com,user123,user,518,bronze,Nữ,20,168,53.8,19.1,Pháp,Nhân viên văn phòng,2026-03-10T20:41:06
441,Ngô Công Dũng,ngodũng441@yahoo.com,user123,user,3138,gold,Nam,19,162,48.7,18.6,Singapore,Marketing,2025-08-07T20:41:06
442,Phạm Minh Tuấn,phamtuan442@gmail.com,user123,user,198,iron,Nam,40,169,70.7,24.8,Nhật Bản,Quản lý dự án,2025-09-07T20:41:06
443,Đỗ Thanh Hà,dỗha443@yahoo.com,user123,user,495,iron,Nữ,42,157,56.3,22.8,Việt Nam,Luật sư,2026-02-01T20:41:06
444,Nguyễn Thu Hằng,nguyễnhang444@outlook.com,user123,user,7233,platinum,Nữ,23,163,60.4,22.7,Việt Nam,Doanh nhân,2026-04-12T20:41:06
445,Nguyễn Thu Chi,nguyễnchi445@yahoo.com,user123,user,865,bronze,Nữ,25,169,58.0,20.3,Việt Nam,Kế toán,2025-12-23T20:41:06
446,Lê Công Hùng,lehùng446@hotmail.com,user123,user,10016,diamond,Nam,38,164,61.2,22.8,Canada,Luật sư,2025-11-20T20:41:06
447,Vũ Hữu Nhân,vũnhan447@yahoo.com,user123,user,2101,gold,Nam,32,181,62.4,19.0,Việt Nam,Nhà báo,2025-08-27T20:41:06
448,Bùi Minh Nghĩa,bùinghĩa448@gmail.com,user123,user,8951,diamond,Nam,19,171,70.2,24.0,Việt Nam,Nhân viên văn phòng,2025-10-24T20:41:06
449,Ngô Thị Nga,ngonga449@gmail.com,user123,user,3011,gold,Nữ,34,162,58.4,22.3,Việt Nam,Luật sư,2025-09-13T20:41:06
450,Đỗ Thanh My,dỗmy450@hotmail.com,user123,user,143,iron,Nữ,35,161,60.3,23.3,Trung Quốc,Doanh nhân,2025-10-12T20:41:06
451,Hồ Bích Hà,hoha451@gmail.com,user123,user,416,iron,Nữ,34,152,52.8,22.9,Việt Nam,Marketing,2025-10-17T20:41:06
452,Phạm Quốc Khải,phamkhai452@gmail.com,user123,user,3133,gold,Nam,35,166,64.6,23.4,Nhật Bản,Marketing,2026-01-25T20:41:06
453,Lý Văn Kiên,lykien453@yahoo.com,user123,user,883,bronze,Nam,29,174,75.2,24.8,Úc,Doanh nhân,2025-08-04T20:41:06
454,Đặng Hoàng Dũng,dangdũng454@outlook.com,user123,user,1014,bronze,Nam,23,182,67.6,20.4,Nhật Bản,Nhà báo,2025-12-01T20:41:06
455,Đặng Bích Xuân,dangxuan455@yahoo.com,user123,user,8033,diamond,Nữ,21,155,53.9,22.4,Úc,Kế toán,2025-07-08T20:41:06
456,Dương Thanh Hùng,duonghùng456@hotmail.com,user123,user,7097,platinum,Nam,21,166,60.1,21.8,Trung Quốc,Y tá,2025-12-22T20:41:06
457,Võ Thanh Phúc,võphúc457@hotmail.com,user123,user,5071,platinum,Nam,45,173,63.0,21.0,Đức,Sinh viên,2026-02-17T20:41:06
458,Phan Hoàng Đức,phanduc458@yahoo.com,user123,user,411,iron,Nam,38,171,66.0,22.6,Việt Nam,Giáo viên,2025-09-01T20:41:06
459,Đỗ Minh Tuấn,dỗtuan459@gmail.com,user123,user,969,bronze,Nam,37,165,63.4,23.3,Pháp,Y tá,2026-05-23T20:41:06
460,Bùi Thị Hương,bùihuong460@outlook.com,user123,user,871,bronze,Nữ,23,156,50.6,20.8,Singapore,Bác sĩ,2025-08-27T20:41:06
461,Võ Công Quân,võquan461@gmail.com,user123,user,376,iron,Nam,44,172,67.7,22.9,Việt Nam,Freelancer,2026-05-04T20:41:06
462,Võ Phương Thủy,võthủy462@outlook.com,user123,user,5530,platinum,Nữ,23,166,54.0,19.6,Mỹ,Giáo viên,2026-05-04T20:41:06
463,Nguyễn Kim Hà,nguyễnha463@gmail.com,user123,user,2508,gold,Nữ,32,167,52.8,18.9,Mỹ,Kiến trúc sư,2025-06-29T20:41:06
464,Huỳnh Ngọc Vân,huynhvan464@yahoo.com,user123,user,555,bronze,Nữ,38,154,48.2,20.3,Hàn Quốc,Bác sĩ,2026-02-15T20:41:06
465,Vũ Thanh Dũng,vũdũng465@outlook.com,user123,user,2107,gold,Nam,24,179,63.1,19.7,Singapore,Sinh viên,2025-06-14T20:41:06
466,Phạm Quốc Trung,phamtrung466@gmail.com,user123,user,10989,diamond,Nam,37,176,72.4,23.4,Trung Quốc,Luật sư,2026-03-27T20:41:06
467,Hồ Mỹ Tuyết,hotuyet467@outlook.com,user123,user,5964,platinum,Nữ,22,169,55.1,19.3,Nhật Bản,Nhân viên văn phòng,2025-09-07T20:41:06
468,Võ Hoàng Minh,võminh468@hotmail.com,user123,user,1131,bronze,Nam,36,173,56.5,18.9,Việt Nam,Giáo viên,2025-11-02T20:41:06
469,Lý Bích Yến,lyyen469@hotmail.com,user123,user,1382,bronze,Nữ,19,169,54.1,18.9,Úc,Bác sĩ,2026-04-23T20:41:06
470,Dương Văn Giang,duonggiang470@gmail.com,user123,user,6203,platinum,Nam,30,165,66.0,24.2,Hàn Quốc,Bác sĩ,2025-08-08T20:41:06
471,Vũ Minh Phúc,vũphúc471@yahoo.com,user123,user,248,iron,Nam,39,179,68.3,21.3,Việt Nam,Marketing,2026-01-01T20:41:06
472,Huỳnh Thị My,huynhmy472@hotmail.com,user123,user,857,bronze,Nữ,22,162,54.2,20.7,Việt Nam,Sinh viên,2026-05-17T20:41:06
473,Hoàng Công Anh,hoanganh473@gmail.com,user123,user,1083,bronze,Nam,44,165,53.7,19.7,Hàn Quốc,Quản lý dự án,2026-03-10T20:41:06
474,Vũ Công Nam,vũnam474@yahoo.com,user123,user,161,iron,Nam,35,170,72.2,25.0,Mỹ,Giáo viên,2025-09-16T20:41:06
475,Võ Văn Quân,võquan475@gmail.com,user123,user,18,iron,Nam,29,162,51.5,19.6,Úc,Kỹ sư phần mềm,2025-07-08T20:41:06
476,Lê Mỹ Vân,levan476@outlook.com,user123,user,5946,platinum,Nữ,44,163,52.4,19.7,Pháp,Y tá,2025-11-02T20:41:06
477,Đỗ Kim Hoa,dỗhoa477@gmail.com,user123,user,2976,gold,Nữ,25,160,44.7,17.5,Pháp,Giáo viên,2026-04-10T20:41:06
478,Dương Thanh Phong,duongphong478@gmail.com,user123,user,25586,master,Nam,22,182,75.5,22.8,Việt Nam,Doanh nhân,2026-01-05T20:41:06
479,Lý Minh Giang,lygiang479@yahoo.com,user123,user,24519,master,Nam,42,177,78.4,25.0,Việt Nam,Luật sư,2026-01-02T20:41:06
480,Trần Minh Trung,trantrung480@yahoo.com,user123,user,839,bronze,Nam,42,173,56.5,18.9,Việt Nam,Marketing,2026-04-09T20:41:06
481,Võ Kim Nga,võnga481@yahoo.com,user123,user,549,bronze,Nữ,42,170,55.7,19.3,Hàn Quốc,Doanh nhân,2025-11-22T20:41:06
482,Vũ Đức Trung,vũtrung482@yahoo.com,user123,user,3144,gold,Nam,43,180,69.2,21.4,Việt Nam,Marketing,2025-09-18T20:41:06
483,Đỗ Thu Phương,dỗphuong483@gmail.com,user123,user,7363,platinum,Nữ,24,165,49.9,18.3,Mỹ,Bác sĩ,2025-07-13T20:41:06
484,Võ Minh Tuấn,võtuan484@hotmail.com,user123,user,23089,master,Nam,38,178,67.3,21.2,Nhật Bản,Kế toán,2025-06-27T20:41:06
485,Lý Ngọc Mai,lymai485@yahoo.com,user123,user,410,iron,Nữ,25,163,61.3,23.1,Úc,Marketing,2025-10-06T20:41:06
486,Lê Văn Hùng,lehùng486@outlook.com,user123,user,1898,gold,Nam,26,170,68.1,23.6,Singapore,Doanh nhân,2026-03-10T20:41:06
487,Lê Thanh Vân,levan487@gmail.com,user123,user,2563,gold,Nữ,40,165,48.3,17.7,Việt Nam,Sinh viên,2026-03-23T20:41:06
488,Phan Bích Hà,phanha488@outlook.com,user123,user,33,iron,Nữ,26,161,56.1,21.6,Nhật Bản,Marketing,2026-03-03T20:41:06
489,Võ Thanh Linh,võlinh489@gmail.com,user123,user,1216,bronze,Nữ,25,155,54.0,22.5,Mỹ,Bác sĩ,2026-05-15T20:41:06
490,Hồ Mỹ Chi,hochi490@yahoo.com,user123,user,2074,gold,Nữ,25,164,48.0,17.8,Mỹ,Y tá,2026-01-21T20:41:06
491,Ngô Quốc Việt,ngoviet491@gmail.com,user123,user,31,iron,Nam,22,175,57.5,18.8,Pháp,Quản lý dự án,2025-07-08T20:41:06
492,Dương Thị Loan,duongloan492@gmail.com,user123,user,7507,platinum,Nữ,25,168,50.2,17.8,Pháp,Quản lý dự án,2025-10-06T20:41:06
493,Phạm Quốc Long,phamlong493@hotmail.com,user123,user,1726,gold,Nam,23,175,66.3,21.6,Việt Nam,Bác sĩ,2026-05-06T20:41:06
494,Dương Đức Đức,duongduc494@hotmail.com,user123,user,589,bronze,Nam,32,166,55.8,20.2,Việt Nam,Luật sư,2025-10-29T20:41:06
495,Dương Mỹ Thủy,duongthủy495@yahoo.com,user123,user,1347,bronze,Nữ,33,162,49.5,18.9,Úc,Y tá,2026-04-09T20:41:06
496,Võ Bích Hoa,võhoa496@hotmail.com,user123,user,1920,gold,Nữ,43,162,50.4,19.2,Nhật Bản,Y tá,2025-12-20T20:41:06
497,Ngô Bích Trang,ngotrang497@yahoo.com,user123,user,3,iron,Nữ,39,162,54.8,20.9,Việt Nam,Nhân viên văn phòng,2025-07-20T20:41:06
498,Vũ Minh Liêm,vũliem498@hotmail.com,user123,user,6651,platinum,Nam,29,165,52.1,19.1,Việt Nam,Bác sĩ,2026-04-26T20:41:06
499,Trần Văn Minh,tranminh499@gmail.com,user123,user,4200,platinum,Nam,26,182,73.7,22.2,Việt Nam,Thiết kế đồ họa,2026-02-06T20:41:06
500,Hồ Thanh Nhung,honhung500@outlook.com,user123,user,339,iron,Nữ,34,164,56.8,21.1,Mỹ,Marketing,2026-05-21T20:41:06
501,Vũ Đức Anh,vũanh501@yahoo.com,user123,user,597,bronze,Nam,22,167,58.1,20.8,Việt Nam,Y tá,2025-06-03T20:41:06
502,Nguyễn Hoàng Nhân,nguyễnnhan502@hotmail.com,user123,user,708,bronze,Nam,27,169,71.2,24.9,Việt Nam,Bác sĩ,2026-02-27T20:41:06
503,Lê Kim Tuyết,letuyet503@outlook.com,user123,user,12533,diamond,Nữ,20,166,56.4,20.5,Việt Nam,Giáo viên,2026-03-13T20:41:06
504,Dương Quốc Bảo,duongbao504@yahoo.com,user123,user,83,iron,Nam,35,174,74.4,24.6,Thái Lan,Kỹ sư phần mềm,2025-06-23T20:41:06
505,Ngô Thanh Nghĩa,ngonghĩa505@hotmail.com,user123,user,1354,bronze,Nam,29,172,70.2,23.7,Mỹ,Kế toán,2025-08-27T20:41:06
506,Vũ Mỹ Thu,vũthu506@yahoo.com,user123,user,6435,platinum,Nữ,21,154,54.0,22.8,Đức,Sinh viên,2025-11-27T20:41:06
507,Nguyễn Văn Hải,nguyễnhai507@hotmail.com,user123,user,6,iron,Nam,41,166,62.6,22.7,Đức,Nhân viên văn phòng,2026-01-30T20:41:06
508,Võ Ngọc Phương,võphuong508@hotmail.com,user123,user,251,iron,Nữ,20,162,53.7,20.5,Canada,Thiết kế đồ họa,2026-03-01T20:41:06
